JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
AND-F-06,Associate Android Developer,Fresher,0,Java; Kotlin; Android Studio; XML; UI/UX Design; SQLite; REST API; Git,Develop academic or POC Android app features.; Ensure proper UI/UX implementation using Material Design.; Connect apps to REST APIs and handle JSON data.; Debug minor issues and maintain local storage.; Follow version control practices using Git.,Java; Kotlin; Android Studio; Material Design; UI/UX Design; REST API; SQLite
AND-F-07,Trainee Android App Developer,Fresher,0,Kotlin; Java; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git,Assist in coding Android app modules in Java/Kotlin.; Apply Material Design and UI/UX best practices.; Perform unit testing for small features.; Connect apps to REST APIs for demonstration projects.; Document code and workflows under supervision.,Kotlin; Java; Android Studio; Material Design; UI/UX Design; REST API; SQLite
AND-F-08,Junior Android Engineer,Fresher,0,Java; Kotlin; Android Studio; XML; SQLite; UI/UX Basics; Git; REST APIs,Build simple Android app screens with proper layout.; Implement basic app features using Java/Kotlin.; Follow MVC pattern under guidance.; Test functionality using unit tests.; Document code and participate in team reviews.,Java; Kotlin; Android Studio; Material Design; UI/UX Design; REST API; SQLite
AND-F-09,Android Development Intern,Fresher,0,Kotlin; Java; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git,Assist in small-scale Android app development projects.; Follow Material Design and UI/UX principles.; Integrate basic REST APIs and handle data locally.; Debug minor issues using Android Studio tools.; Learn and apply Git version control.,Kotlin; Java; Android Studio; Material Design; UI/UX Design; REST API; SQLite
AND-F-10,Android Developer Trainee,Fresher,0,Java; Kotlin; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git,Develop and test small Android app features.; Follow Material Design for responsive UI layouts.; Integrate basic REST APIs for data functionality.; Debug and document code with guidance.; Participate in learning sessions and code reviews.,Java; Kotlin; Android Studio; Material Design; UI/UX Design; REST API; SQLite
AND-E-01,Android Developer,Experienced,2-3 years,Java; Kotlin; Android Studio; Jetpack; MVVM; Room; REST APIs; Git; Firebase; Unit Testing,Develop and maintain production Android apps.; Implement MVVM architecture and Jetpack components.; Integrate REST APIs and Firebase services.; Optimize performance with multi-threading and memory management.; Mentor junior developers and participate in agile sprints.,Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-02,Senior Android Developer,Experienced,3-4 years,Java; Kotlin; Android Studio; MVVM; Clean Architecture; Dagger; Room; REST APIs; Firebase; Unit Testing; CI/CD,Lead development of scalable Android apps with clean architecture.; Implement dependency injection using Dagger/Koin.; Integrate APIs and optimize app performance.; Automate CI/CD pipelines and testing.; Guide junior developers and review code quality.,Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-03,Lead Android Engineer,Experienced,4-5 years,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Room; Firebase; Dagger; Performance Optimization; CI/CD,Architect and lead Android app development projects.; Implement MVVM and modular design patterns.; Optimize app memory and multi-threading performance.; Integrate cloud services like Firebase for analytics and messaging.; Mentor team members and ensure high code quality.,Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-04,Android Solutions Engineer,Experienced,3-5 years,Java; Kotlin; Android Studio; MVVM; Clean Architecture; Jetpack; Room; REST APIs; Firebase; CI/CD; Unit Testing,"Design and implement efficient Android apps.; Integrate REST APIs, Jetpack components, and Room database.; Ensure smooth app performance and memory optimization.; Lead CI/CD pipeline implementation and automated testing.; Collaborate with cross-functional teams for product delivery.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-05,Principal Android Developer,Experienced,5+ years,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing,Define technical direction for Android apps across teams.; Implement advanced MVVM architecture with modularization.; Optimize performance and reduce crash rates.; Mentor senior and junior engineers.; Oversee Play Store releases and CI/CD processes.,Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-06,Android Tech Lead,Experienced,5+ years,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing,"Lead Android development teams for enterprise apps.; Oversee architecture, modularization, and app performance.; Integrate Firebase services for analytics and messaging.; Ensure CI/CD pipelines and automated tests run smoothly.; Guide and mentor engineers on best coding practices.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-07,Senior Android Engineer,Experienced,4-6 years,Java; Kotlin; Android Studio; MVVM; Jetpack; Clean Architecture; Firebase; Dagger; Room; CI/CD; Unit Testing,Develop and maintain large-scale Android apps.; Implement modular MVVM architecture with Jetpack libraries.; Optimize app performance and reduce crash rates.; Integrate REST APIs and cloud services.; Mentor team members and review code quality.,Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-08,Android Architect,Experienced,5+ years,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing; Performance Optimization,"Design Android app architecture for scalability and performance.; Guide development teams on MVVM, modularization, and clean architecture.; Monitor performance metrics and optimize memory usage.; Oversee Play Store releases and continuous integration pipelines.; Mentor senior engineers and ensure best practices are followed.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-09,Android Solutions Architect,Experienced,5+ years,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing; Performance Optimization,"Define architecture strategies for multiple Android projects.; Lead app performance optimization, debugging, and CI/CD integration.; Mentor teams on advanced Android development patterns.; Ensure Play Store compliance and smooth deployment.; Collaborate with stakeholders for technical solutions and metrics.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AND-E-10,Principal Android Engineer,Experienced,5+ years,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing; Performance Optimization,"Set technical standards for Android apps across teams.; Oversee advanced app development, CI/CD, and testing processes.; Optimize app performance and maintain crash-free releases.; Mentor senior and junior engineers on architecture and coding standards.; Drive Android project delivery with measurable KPIs.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
AR-F-001,AR/VR Developer,Fresher,0-1,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender basics; Maya basics; 3D modeling basics; UI/UX fundamentals; Spatial computing basics; Communication; Teamwork; Problem-solving,Assist in developing AR/VR applications; Create basic 3D models and animations; Support Unity and Unreal Engine projects; Collaborate with design teams on UI/UX; Test and debug AR/VR interactions; Document development processes,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Modeling; Spatial Computing; Motion Tracking; JavaScript
AR-F-002,AR/VR Developer,Fresher,0-1,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; 3D modeling fundamentals; Blender basics; UI/UX fundamentals; Spatial computing basics; Motion tracking basics; Teamwork; Problem-solving; Communication,Support AR/VR project development; Develop basic interactive 3D content; Assist in Unity and Unreal Engine workflows; Integrate basic gestures and motion tracking; Collaborate with UI/UX designers; Test and debug AR/VR applications,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Modeling; Spatial Computing; Motion Tracking; JavaScript
AR-F-003,AR/VR Developer,Fresher,0-1,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender/Maya basics; 3D modeling basics; UI/UX fundamentals; Spatial computing basics; Problem-solving; Teamwork; Communication; Creativity,Assist in AR/VR application development; Support 3D modeling and animation tasks; Help implement basic AR/VR interactions; Test AR/VR applications for functionality; Document development work; Collaborate with cross-functional teams,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Modeling; Spatial Computing; Motion Tracking; JavaScript
AR-F-004,AR/VR Developer,Fresher,0-1,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender basics; Maya basics; UI/UX fundamentals; Spatial computing basics; Motion tracking basics; Problem-solving; Teamwork; Creativity,Develop basic AR/VR interactions; Assist with 3D modeling and animation; Support Unity and Unreal Engine projects; Integrate basic gestures and motion tracking; Collaborate with designers and developers; Test and debug AR/VR content,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Modeling; Spatial Computing; Motion Tracking; JavaScript
AR-F-005,AR/VR Developer,Fresher,0-1,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender/Maya basics; 3D modeling basics; UI/UX fundamentals; Spatial computing basics; Motion tracking basics; Teamwork; Communication; Problem-solving,Assist in AR/VR project tasks; Create basic interactive 3D models; Support development in Unity and Unreal Engine; Help integrate ARKit/ARCore features; Collaborate with design teams; Perform testing and debugging of AR/VR interactions,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Modeling; Spatial Computing; Motion Tracking; JavaScript
AR-E-006,AR/VR Developer,Experienced,3+,C++ advanced; C# advanced; JavaScript advanced; Python basics; Unity advanced; Unreal Engine advanced; ARKit advanced; ARCore advanced; Vuforia; 3D modeling/animation advanced; UI/UX design advanced; Spatial computing; Performance optimization; Cross-platform development; Leadership,"Design and develop immersive AR/VR applications; Lead AR/VR projects using Unity and Unreal Engine; Integrate ARKit, ARCore, and Vuforia features; Optimize 3D models and graphics performance; Manage cross-platform deployment; Mentor junior developers and designers; Collaborate with multidisciplinary teams",Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-007,AR/VR Developer,Experienced,4+,C++ advanced; C# advanced; JavaScript advanced; Python basics; Unity advanced; Unreal Engine advanced; ARKit advanced; ARCore advanced; Vuforia; 3D modeling/animation advanced; UI/UX design advanced; Spatial computing; Hardware integration; Performance optimization; Leadership,"Lead development of AR/VR applications; Implement advanced 3D graphics and animations; Integrate ARKit, ARCore, Vuforia, and WebVR; Optimize performance and hardware integration; Guide cross-platform development; Mentor team members; Coordinate with project stakeholders",Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-008,AR/VR Developer,Experienced,5+,"C++, C# advanced; JavaScript advanced; Python basics; Unity, Unreal Engine advanced; ARKit, ARCore, Vuforia; 3D modeling/animation advanced; UI/UX design advanced; Spatial computing; Gesture and motion tracking; Performance optimization; Cross-platform development; Machine learning basics; Leadership; Project management; Collaboration",Architect AR/VR experiences; Implement advanced 3D modeling and interactive animations; Integrate hardware and optimize performance; Lead cross-platform deployments; Mentor and guide development teams; Collaborate with design and product teams; Manage AR/VR project timelines,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-009,AR/VR Developer,Experienced,6+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling and animation; UI/UX design expert; Spatial computing; Gesture/motion tracking; Cross-platform deployment; Performance optimization; Machine learning basics; Leadership; Team collaboration; Project management",Lead AR/VR application architecture and development; Design and implement advanced interactive experiences; Optimize 3D assets and performance; Integrate cross-platform AR/VR features; Mentor and train junior developers; Collaborate with multidisciplinary teams; Ensure project delivery on time and quality standards,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-010,AR/VR Developer,Experienced,7+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D graphics; UI/UX expert; Spatial computing; Gesture/motion tracking; Hardware integration; Performance optimization; Machine learning basics; Leadership; Project management; Collaboration",Lead AR/VR development projects; Architect immersive and interactive applications; Optimize graphics performance and hardware integration; Oversee cross-platform deployment; Mentor teams and review code/designs; Collaborate with design and engineering teams; Manage timelines and deliverables,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
